GAME_ID,TEAM_ID,STAR_AVAILABLE
0022200062,1610612750,2
0022200062,1610612759,1
0022200063,1610612745,2
0022200063,1610612762,2
0022200064,1610612743,2
0022200064,1610612747,2
0022200065,1610612748,2
0022200065,1610612757,2
0022200066,1610612751,1
0022200066,1610612742,2
0022200067,1610612746,1
0022200067,1610612760,1
0022200068,1610612744,2
0022200068,1610612748,2
0022200069,1610612763,2
0022200069,1610612758,2
0022200070,1610612737,2
0022200070,1610612765,2
0022200071,1610612766,0
0022200071,1610612753,2
0022200072,1610612738,2
0022200072,1610612739,1
0022200073,1610612755,2
0022200073,1610612761,2
0022200074,1610612754,2
0022200074,1610612764,2
0022200075,1610612749,2
0022200075,1610612752,2
0022200076,1610612747,2
0022200076,1610612750,2
0022200077,1610612741,1
0022200077,1610612759,1
0022200078,1610612743,2
0022200078,1610612762,2
0022200079,1610612740,0
0022200079,1610612756,1
0022200080,1610612745,2
0022200080,1610612757,2
0022200081,1610612748,2
0022200081,1610612758,2
0022200082,1610612766,0
0022200082,1610612744,2
0022200083,1610612751,0
0022200083,1610612754,2
0022200084,1610612741,2
0022200084,1610612755,2
0022200085,1610612737,2
0022200085,1610612749,2
0022200086,1610612742,1
0022200086,1610612760,1
0022200087,1610612763,1
0022200087,1610612762,2
0022200088,1610612746,1
0022200088,1610612740,1
0022200089,1610612738,2
0022200089,1610612764,2
0022200090,1610612739,1
0022200090,1610612752,2
0022200091,1610612765,2
0022200091,1610612744,2
0022200092,1610612750,2
0022200092,1610612759,1
0022200093,1610612742,1
0022200093,1610612753,2
0022200094,1610612745,2
0022200094,1610612756,1
0022200095,1610612743,2
0022200095,1610612747,2
0022200096,1610612766,0
0022200096,1610612758,2
0022200097,1610612755,1
0022200097,1610612764,2
0022200098,1610612751,0
0022200098,1610612754,2
0022200099,1610612737,2
0022200099,1610612761,1
0022200100,1610612765,2
0022200100,1610612749,2
0022200101,1610612763,1
0022200101,1610612762,2
0022200102,1610612745,2
0022200102,1610612746,1
0022200103,1610612751,0
0022200103,1610612741,2
0022200104,1610612744,2
0022200104,1610612748,2
0022200105,1610612760,2
0022200105,1610612753,2
0022200106,1610612750,2
0022200106,1610612756,1
0022200107,1610612738,2
0022200107,1610612739,2
0022200108,1610612755,1
0022200108,1610612764,2
0022200109,1610612748,1
0022200109,1610612758,1
0022200110,1610612737,2
0022200110,1610612752,2
0022200111,1610612766,0
0022200111,1610612741,2
0022200112,1610612745,2
0022200112,1610612746,1
0022200113,1610612765,2
0022200113,1610612749,2
0022200114,1610612759,0
0022200114,1610612761,1
0022200115,1610612742,1
0022200115,1610612762,2
0022200116,1610612763,2
0022200116,1610612757,2
0022200117,1610612747,2
0022200117,1610612740,1
0022200118,1610612744,2
0022200118,1610612753,2
0022200119,1610612743,2
0022200119,1610612760,2
0022200120,1610612739,0
0022200120,1610612765,2
0022200121,1610612754,2
0022200121,1610612748,1
0022200122,1610612752,2
0022200122,1610612755,2
0022200123,1610612751,0
0022200123,1610612764,2
0022200124,1610612738,2
0022200124,1610612741,2
0022200125,1610612766,0
0022200125,1610612763,2
0022200126,1610612746,1
0022200126,1610612759,2
0022200127,1610612742,1
0022200127,1610612761,1
0022200128,1610612744,0
0022200128,1610612740,2
0022200129,1610612749,2
0022200129,1610612750,2
0022200130,1610612756,1
0022200130,1610612757,1
0022200131,1610612747,2
0022200131,1610612762,2
0022200132,1610612753,2
0022200132,1610612758,2
0022200133,1610612751,0
0022200133,1610612766,1
0022200134,1610612737,2
0022200134,1610612740,2
0022200135,1610612738,2
0022200135,1610612752,2
0022200136,1610612749,1
0022200136,1610612760,2
0022200137,1610612745,2
0022200137,1610612750,2
0022200138,1610612743,2
0022200138,1610612759,2
0022200139,1610612756,1
0022200139,1610612757,0
0022200140,1610612739,2
0022200140,1610612747,2
0022200141,1610612741,1
0022200141,1610612761,1
0022200142,1610612763,2
0022200142,1610612764,1
0022200143,1610612746,1
0022200143,1610612762,2
0022200144,1610612766,1
0022200144,1610612764,1
0022200145,1610612745,2
0022200145,1610612753,2
0022200146,1610612765,2
0022200146,1610612760,2
0022200147,1610612754,2
0022200147,1610612740,2
0022200148,1610612755,2
0022200148,1610612756,1
0022200149,1610612737,2
0022200149,1610612749,2
0022200150,1610612748,2
0022200150,1610612757,2
0022200151,1610612741,2
0022200151,1610612761,1
0022200152,1610612738,2
0022200152,1610612763,2
0022200153,1610612750,2
0022200153,1610612752,2
0022200154,1610612743,2
0022200154,1610612759,2
0022200155,1610612751,1
0022200155,1610612742,1
0022200156,1610612744,2
0022200156,1610612758,2
0022200157,1610612747,1
0022200157,1610612762,2
0022200158,1610612739,2
0022200158,1610612746,1
0022200159,1610612766,1
0022200159,1610612757,2
0022200160,1610612743,2
0022200160,1610612754,2
0022200161,1610612742,1
0022200161,1610612753,2
0022200162,1610612737,2
0022200162,1610612762,2
0022200163,1610612738,2
0022200163,1610612765,2
0022200164,1610612751,0
0022200164,1610612752,2
0022200165,1610612745,2
0022200165,1610612761,1
0022200166,1610612741,2
0022200166,1610612740,2
0022200167,1610612750,2
0022200167,1610612756,1
0022200168,1610612749,0
0022200168,1610612760,2
0022200169,1610612763,2
0022200169,1610612759,2
0022200170,1610612746,1
0022200170,1610612747,2
0022200171,1610612739,2
0022200171,1610612758,2
0022200172,1610612742,1
0022200172,1610612764,0
0022200173,1610612737,2
0022200173,1610612755,1
0022200174,1610612766,1
0022200174,1610612748,2
0022200175,1610612740,2
0022200175,1610612757,1
0022200176,1610612738,2
0022200176,1610612743,2
0022200177,1610612753,1
0022200177,1610612756,1
0022200178,1610612765,1
0022200178,1610612752,2
0022200179,1610612760,2
0022200179,1610612761,1
0022200180,1610612749,0
0022200180,1610612759,2
0022200181,1610612763,2
0022200181,1610612750,2
0022200182,1610612739,2
0022200182,1610612744,2
0022200183,1610612747,1
0022200183,1610612758,2
0022200184,1610612751,0
0022200184,1610612746,1
0022200185,1610612762,2
0022200185,1610612764,1
0022200186,1610612738,2
0022200186,1610612765,1
0022200187,1610612754,2
0022200187,1610612761,0
0022200188,1610612737,2
0022200188,1610612755,1
0022200189,1610612766,2
0022200189,1610612748,2
0022200190,1610612742,1
0022200190,1610612757,2
0022200191,1610612745,2
0022200191,1610612740,2
0022200192,1610612752,2
0022200192,1610612760,2
0022200193,1610612739,1
0022200193,1610612750,2
0022200194,1610612763,0
0022200194,1610612764,1
0022200195,1610612755,1
0022200195,1610612762,2
0022200196,1610612741,2
0022200196,1610612743,2
0022200197,1610612744,2
0022200197,1610612758,2
0022200198,1610612751,0
0022200198,1610612747,1
0022200199,1610612765,1
0022200199,1610612761,0
0022200200,1610612766,2
0022200200,1610612753,1
0022200201,1610612738,2
0022200201,1610612760,2
0022200202,1610612748,2
0022200202,1610612756,1
0022200203,1610612745,2
0022200203,1610612746,1
0022200204,1610612737,2
0022200204,1610612749,1
0022200205,1610612744,1
0022200205,1610612759,2
0022200206,1610612763,1
0022200206,1610612740,1
0022200207,1610612742,1
0022200207,1610612746,1
0022200208,1610612752,2
0022200208,1610612762,2
0022200209,1610612757,2
0022200209,1610612759,2
0022200210,1610612751,0
0022200210,1610612758,2
0022200211,1610612766,2
0022200211,1610612754,2
0022200212,1610612750,2
0022200212,1610612753,1
0022200213,1610612760,2
0022200213,1610612764,2
0022200214,1610612737,2
0022200214,1610612738,2
0022200215,1610612748,2
0022200215,1610612761,1
0022200216,1610612739,2
0022200216,1610612749,1
0022200217,1610612741,2
0022200217,1610612740,1
0022200218,1610612742,0
0022200218,1610612745,2
0022200219,1610612743,1
0022200219,1610612752,2
0022200220,1610612744,2
0022200220,1610612756,1
0022200221,1610612751,0
0022200221,1610612757,2
0022200222,1610612758,2
0022200222,1610612759,2
0022200223,1610612765,1
0022200223,1610612746,2
0022200224,1610612748,2
0022200224,1610612764,2
0022200225,1610612766,1
0022200225,1610612739,2
0022200226,1610612749,2
0022200226,1610612755,1
0022200227,1610612741,2
0022200227,1610612753,1
0022200228,1610612745,1
0022200228,1610612754,2
0022200229,1610612763,1
0022200229,1610612760,2
0022200230,1610612742,1
0022200230,1610612743,0
0022200231,1610612738,2
0022200231,1610612740,1
0022200232,1610612756,1
0022200232,1610612762,2
0022200233,1610612744,2
0022200233,1610612752,2
0022200234,1610612765,1
0022200234,1610612747,2
0022200235,1610612737,2
0022200235,1610612761,1
0022200236,1610612754,2
0022200236,1610612753,1
0022200237,1610612750,2
0022200237,1610612755,1
0022200238,1610612757,2
0022200238,1610612762,2
0022200239,1610612746,2
0022200239,1610612759,1
0022200240,1610612752,2
0022200240,1610612756,1
0022200241,1610612766,1
0022200241,1610612764,2
0022200242,1610612765,1
0022200242,1610612758,2
0022200243,1610612751,0
0022200243,1610612763,0
0022200244,1610612739,2
0022200244,1610612748,1
0022200245,1610612744,2
0022200245,1610612745,2
0022200246,1610612742,1
0022200246,1610612743,0
0022200247,1610612747,1
0022200247,1610612759,2
0022200248,1610612737,2
0022200248,1610612739,2
0022200249,1610612754,2
0022200249,1610612753,1
0022200250,1610612738,2
0022200250,1610612741,2
0022200251,1610612749,2
0022200251,1610612757,2
0022200252,1610612748,1
0022200252,1610612750,2
0022200253,1610612744,0
0022200253,1610612740,2
0022200254,1610612752,2
0022200254,1610612760,2
0022200255,1610612746,1
0022200255,1610612762,2
0022200256,1610612751,0
0022200256,1610612755,0
0022200257,1610612763,1
0022200257,1610612758,2
0022200258,1610612743,2
0022200258,1610612765,1
0022200259,1610612747,1
0022200259,1610612756,1
0022200260,1610612766,1
0022200260,1610612755,0
0022200261,1610612739,2
0022200261,1610612757,2
0022200262,1610612754,2
0022200262,1610612750,2
0022200263,1610612737,2
0022200263,1610612758,2
0022200264,1610612738,2
0022200264,1610612742,1
0022200265,1610612748,1
0022200265,1610612764,1
0022200266,1610612751,0
0022200266,1610612761,0
0022200267,1610612741,2
0022200267,1610612749,2
0022200268,1610612743,1
0022200268,1610612760,2
0022200269,1610612740,2
0022200269,1610612759,2
0022200270,1610612765,1
0022200270,1610612762,2
0022200271,1610612744,2
0022200271,1610612746,0
0022200272,1610612766,1
0022200272,1610612750,2
0022200273,1610612753,2
0022200273,1610612755,0
0022200274,1610612752,2
0022200274,1610612757,2
0022200275,1610612738,2
0022200275,1610612758,2
0022200276,1610612751,0
0022200276,1610612754,2
0022200277,1610612748,1
0022200277,1610612764,2
0022200278,1610612737,2
0022200278,1610612745,2
0022200279,1610612763,1
0022200279,1610612740,2
0022200280,1610612739,2
0022200280,1610612749,2
0022200281,1610612741,2
0022200281,1610612760,2
0022200282,1610612747,2
0022200282,1610612759,2
0022200283,1610612765,1
0022200283,1610612756,1
0022200284,1610612744,2
0022200284,1610612762,2
0022200285,1610612743,2
0022200285,1610612746,0
0022200286,1610612742,1
0022200286,1610612761,1
0022200287,1610612745,2
0022200287,1610612760,2
0022200288,1610612747,1
0022200288,1610612759,2
0022200289,1610612756,1
0022200289,1610612762,2
0022200290,1610612751,0
0022200290,1610612757,2
0022200291,1610612744,2
0022200291,1610612750,2
0022200292,1610612754,2
0022200292,1610612746,0
0022200293,1610612737,2
0022200293,1610612748,1
0022200294,1610612738,1
0022200294,1610612764,2
0022200295,1610612739,2
0022200295,1610612765,0
0022200296,1610612763,1
0022200296,1610612752,2
0022200297,1610612753,2
0022200297,1610612755,0
0022200298,1610612742,1
0022200298,1610612749,2
0022200299,1610612737,2
0022200299,1610612755,1
0022200300,1610612750,2
0022200300,1610612764,2
0022200301,1610612738,1
0022200301,1610612766,1
0022200302,1610612751,0
0022200302,1610612753,2
0022200303,1610612739,2
0022200303,1610612761,2
0022200304,1610612740,1
0022200304,1610612760,2
0022200305,1610612743,2
0022200305,1610612745,2
0022200306,1610612741,2
0022200306,1610612762,2
0022200307,1610612756,1
0022200307,1610612758,2
0022200308,1610612754,2
0022200308,1610612747,2
0022200309,1610612765,1
0022200309,1610612752,2
0022200310,1610612742,1
0022200310,1610612744,2
0022200311,1610612746,0
0022200311,1610612757,2
0022200312,1610612739,2
0022200312,1610612755,1
0022200313,1610612737,2
0022200313,1610612753,2
0022200314,1610612738,2
0022200314,1610612748,1
0022200315,1610612751,0
0022200315,1610612764,2
0022200316,1610612749,2
0022200316,1610612752,2
0022200317,1610612763,1
0022200317,1610612750,1
0022200318,1610612740,1
0022200318,1610612761,2
0022200319,1610612760,1
0022200319,1610612759,2
0022200320,1610612743,2
0022200320,1610612745,2
0022200321,1610612741,2
0022200321,1610612756,1
0022200322,1610612746,0
0022200322,1610612762,2
0022200323,1610612754,2
0022200323,1610612758,2
0022200324,1610612747,2
0022200324,1610612757,2
0022200325,1610612742,1
0022200325,1610612765,1
0022200326,1610612766,1
0022200326,1610612764,2
0022200327,1610612737,2
0022200327,1610612743,2
0022200328,1610612738,2
0022200328,1610612748,2
0022200329,1610612751,0
0022200329,1610612761,2
0022200330,1610612739,2
0022200330,1610612753,2
0022200331,1610612747,2
0022200331,1610612749,2
0022200332,1610612763,1
0022200332,1610612755,1
0022200333,1610612740,1
0022200333,1610612759,2
0022200334,1610612745,2
0022200334,1610612756,1
0022200335,1610612754,2
0022200335,1610612762,2
0022200336,1610612741,2
0022200336,1610612744,2
0022200337,1610612742,1
0022200337,1610612752,2
0022200338,1610612746,0
0022200338,1610612758,2
0022200339,1610612766,1
0022200339,1610612749,0
0022200340,1610612753,2
0022200340,1610612761,2
0022200341,1610612750,1
0022200341,1610612760,2
0022200342,1610612744,1
0022200342,1610612745,2
0022200343,1610612757,2
0022200343,1610612762,2
0022200344,1610612743,2
0022200344,1610612740,1
0022200345,1610612756,1
0022200345,1610612759,2
0022200346,1610612738,2
0022200346,1610612751,0
0022200347,1610612765,1
0022200347,1610612763,1
0022200348,1610612739,2
0022200348,1610612752,2
0022200349,1610612747,2
0022200349,1610612764,2
0022200350,1610612741,2
0022200350,1610612758,2
0022200351,1610612754,1
0022200351,1610612757,2
0022200352,1610612766,1
0022200352,1610612746,2
0022200353,1610612749,2
0022200353,1610612753,2
0022200354,1610612737,2
0022200354,1610612760,2
0022200355,1610612738,2
0022200355,1610612761,2
0022200356,1610612745,2
0022200356,1610612755,2
0022200357,1610612763,0
0022200357,1610612748,2
0022200358,1610612742,1
0022200358,1610612756,1
0022200359,1610612744,2
0022200359,1610612754,0
0022200360,1610612739,2
0022200360,1610612747,2
0022200361,1610612765,1
0022200361,1610612748,1
0022200362,1610612742,1
0022200362,1610612743,2
0022200363,1610612746,2
0022200363,1610612753,2
0022200364,1610612751,0
0022200364,1610612766,1
0022200365,1610612737,2
0022200365,1610612752,2
0022200366,1610612747,0
0022200366,1610612761,2
0022200367,1610612741,2
0022200367,1610612764,2
0022200368,1610612763,1
0022200368,1610612760,2
0022200369,1610612749,2
0022200369,1610612758,2
0022200370,1610612754,2
0022200370,1610612750,1
0022200371,1610612765,1
0022200371,1610612740,1
0022200372,1610612744,1
0022200372,1610612762,1
0022200373,1610612738,2
0022200373,1610612756,1
0022200374,1610612746,1
0022200374,1610612748,2
0022200375,1610612745,2
0022200375,1610612759,1
0022200376,1610612743,2
0022200376,1610612757,2
0022200377,1610612766,1
0022200377,1610612752,2
0022200378,1610612754,2
0022200378,1610612764,2
0022200379,1610612753,2
0022200379,1610612761,2
0022200380,1610612737,1
0022200380,1610612751,0
0022200381,1610612739,2
0022200381,1610612758,1
0022200382,1610612747,2
0022200382,1610612755,2
0022200383,1610612765,1
0022200383,1610612763,1
0022200384,1610612740,1
0022200384,1610612756,1
0022200385,1610612750,1
0022200385,1610612762,1
0022200386,1610612742,1
0022200386,1610612749,2
0022200387,1610612748,2
0022200387,1610612759,2
0022200388,1610612751,0
0022200388,1610612754,2
0022200389,1610612746,2
0022200389,1610612764,1
0022200390,1610612739,1
0022200390,1610612760,2
0022200391,1610612741,2
0022200391,1610612742,0
0022200392,1610612738,2
0022200392,1610612744,2
0022200393,1610612743,2
0022200393,1610612762,0
0022200394,1610612750,1
0022200394,1610612757,2
0022200395,1610612740,1
0022200395,1610612756,0
0022200396,1610612765,1
0022200396,1610612747,2
0022200397,1610612752,2
0022200397,1610612758,1
0022200398,1610612753,2
0022200398,1610612761,2
0022200399,1610612766,1
0022200399,1610612755,2
0022200400,1610612737,1
0022200400,1610612741,2
0022200401,1610612745,2
0022200401,1610612749,2
0022200402,1610612754,2
0022200402,1610612748,2
0022200403,1610612751,0
0022200403,1610612764,1
0022200404,1610612737,0
0022200404,1610612763,0
0022200405,1610612742,1
0022200405,1610612760,2
0022200406,1610612739,2
0022200406,1610612759,2
0022200407,1610612750,1
0022200407,1610612757,2
0022200408,1610612738,2
0022200408,1610612746,2
0022200409,1610612755,2
0022200409,1610612758,2
0022200410,1610612744,2
0022200410,1610612749,1
0022200411,1610612745,2
0022200411,1610612756,0
0022200412,1610612740,1
0022200412,1610612762,2
0022200413,1610612738,2
0022200413,1610612747,2
0022200414,1610612766,2
0022200414,1610612765,1
0022200415,1610612744,1
0022200415,1610612754,2
0022200416,1610612737,1
0022200416,1610612753,2
0022200417,1610612758,2
0022200417,1610612761,2
0022200418,1610612741,2
0022200418,1610612752,2
0022200419,1610612748,1
0022200419,1610612760,2
0022200420,1610612757,2
0022200420,1610612759,2
0022200421,1610612739,2
0022200421,1610612742,1
0022200422,1610612743,2
0022200422,1610612764,1
0022200423,1610612746,2
0022200423,1610612750,1
0022200424,1610612745,2
0022200424,1610612748,2
0022200425,1610612763,1
0022200425,1610612749,1
0022200426,1610612740,1
0022200426,1610612762,2
0022200427,1610612746,0
0022200427,1610612756,1
0022200428,1610612737,1
0022200428,1610612766,2
0022200429,1610612765,1
0022200429,1610612758,2
0022200430,1610612738,2
0022200430,1610612753,2
0022200431,1610612739,2
0022200431,1610612754,2
0022200432,1610612744,1
0022200432,1610612755,2
0022200433,1610612751,0
0022200433,1610612761,2
0022200434,1610612741,2
0022200434,1610612752,2
0022200435,1610612750,1
0022200435,1610612760,2
0022200436,1610612742,1
0022200436,1610612757,2
0022200437,1610612743,2
0022200437,1610612747,2
